"","county","hrr","cntyname","hrrname","pop10","afact","county.y","state","cases","deaths","countypop","hrrpop","countycaserate","countydeathrate","countycaserate100k","countydeathrate100k"
"1293","19147","195","Palo Alto IA","IA- MASON CITY",7028,0.746,"0","0",0,0,9421,132160,0,0,0,0
"1294","19147","371","Palo Alto IA","SD- SIOUX FALLS",2393,0.254,"0","0",0,0,9421,773673,0,0,0,0
"1295","19149","196","Plymouth IA","IA- SIOUX CITY",24986,1,"0","0",0,0,24986,263271,0,0,0,0
"1296","19151","192","Pocahontas IA","IA- DES MOINES",6019,0.823,"0","0",0,0,7310,1091747,0,0,0,0
"1297","19151","195","Pocahontas IA","IA- MASON CITY",191,0.026,"0","0",0,0,7310,132160,0,0,0,0
"1298","19151","196","Pocahontas IA","IA- SIOUX CITY",1100,0.15,"0","0",0,0,7310,263271,0,0,0,0
"1299","19153","192","Polk IA","IA- DES MOINES",430640,1,"Polk","IA",81,1,430640,1091747,0.000188092141928293,2.32212520899127e-06,18.8092141928293,0.232212520899127
"1300","19155","278","Pottawattamie IA","NE- OMAHA",93158,1,"Pottawattamie","IA",5,0,93158,1302233,5.36722557375641e-05,0,5.36722557375641,0
"1301","19157","190","Poweshiek IA","IA- CEDAR RAPIDS",290,0.015,"Poweshiek","IA",6,1,18914,301530,0.000317225335730147,5.28708892883578e-05,31.7225335730147,5.28708892883578
"1302","19157","192","Poweshiek IA","IA- DES MOINES",18624,0.985,"Poweshiek","IA",6,1,18914,1091747,0.000317225335730147,5.28708892883578e-05,31.7225335730147,5.28708892883578
"1303","19159","192","Ringgold IA","IA- DES MOINES",5131,1,"0","0",0,0,5131,1091747,0,0,0,0
"1304","19161","192","Sac IA","IA- DES MOINES",3501,0.338,"0","0",0,0,10350,1091747,0,0,0,0
"1305","19161","196","Sac IA","IA- SIOUX CITY",6849,0.662,"0","0",0,0,10350,263271,0,0,0,0
"1306","19163","191","Scott IA","IA- DAVENPORT",165224,1,"Scott","IA",21,0,165224,492280,0.000127100179150729,0,12.7100179150729,0
"1307","19165","278","Shelby IA","NE- OMAHA",12167,1,"Shelby","IA",3,0,12167,1302233,0.000246568587161996,0,24.6568587161996,0
"1308","19167","196","Sioux IA","IA- SIOUX CITY",23019,0.683,"Sioux","IA",4,0,33704,263271,0.000118680275338239,0,11.8680275338239,0
"1309","19167","371","Sioux IA","SD- SIOUX FALLS",10685,0.317,"Sioux","IA",4,0,33704,773673,0.000118680275338239,0,11.8680275338239,0
"1310","19169","192","Story IA","IA- DES MOINES",89542,1,"Story","IA",4,0,89542,1091747,4.46717741395099e-05,0,4.46717741395099,0
"1311","19171","197","Tama IA","IA- WATERLOO",5221,0.294,"Tama","IA",14,0,17767,213653,0.000787977711487589,0,78.7977711487589,0
"1312","19171","192","Tama IA","IA- DES MOINES",12037,0.677,"Tama","IA",14,0,17767,1091747,0.000787977711487589,0,78.7977711487589,0
"1313","19171","190","Tama IA","IA- CEDAR RAPIDS",509,0.029,"Tama","IA",14,0,17767,301530,0.000787977711487589,0,78.7977711487589,0
"1314","19173","278","Taylor IA","NE- OMAHA",739,0.117,"Taylor","IA",1,0,6317,1302233,0.000158302991926547,0,15.8302991926547,0
"1315","19173","192","Taylor IA","IA- DES MOINES",5578,0.883,"Taylor","IA",1,0,6317,1091747,0.000158302991926547,0,15.8302991926547,0
"1316","19175","192","Union IA","IA- DES MOINES",12534,1,"0","0",0,0,12534,1091747,0,0,0,0
"1317","19177","192","Van Buren IA","IA- DES MOINES",834,0.11,"Van Buren","IA",2,0,7570,1091747,0.000264200792602378,0,26.4200792602378,0
"1318","19177","194","Van Buren IA","IA- IOWA CITY",6736,0.89,"Van Buren","IA",2,0,7570,345868,0.000264200792602378,0,26.4200792602378,0
"1319","19179","194","Wapello IA","IA- IOWA CITY",35625,1,"Wapello","IA",1,0,35625,345868,2.80701754385965e-05,0,2.80701754385965,0
"1320","19181","192","Warren IA","IA- DES MOINES",46225,1,"Warren","IA",4,0,46225,1091747,8.65332612222823e-05,0,8.65332612222823,0
"1321","19183","194","Washington IA","IA- IOWA CITY",21704,1,"Washington","IA",34,2,21704,345868,0.00156653151492812,9.21489126428308e-05,156.653151492812,9.21489126428308
"1322","19185","192","Wayne IA","IA- DES MOINES",6403,1,"0","0",0,0,6403,1091747,0,0,0,0
"1323","19187","192","Webster IA","IA- DES MOINES",38013,1,"Webster","IA",1,0,38013,1091747,2.63067897824428e-05,0,2.63067897824429,0
"1324","19189","195","Winnebago IA","IA- MASON CITY",10511,0.967,"0","0",0,0,10866,132160,0,0,0,0
"1325","19189","251","Winnebago IA","MN- MINNEAPOLIS",355,0.033,"0","0",0,0,10866,3233450,0,0,0,0
"1326","19191","448","Winneshiek IA","WI- LA CROSSE",20791,0.987,"Winneshiek","IA",3,0,21056,356614,0.000142477203647416,0,14.2477203647416,0
"1327","19191","253","Winneshiek IA","MN- ROCHESTER",265,0.013,"Winneshiek","IA",3,0,21056,416752,0.000142477203647416,0,14.2477203647416,0
"1328","19193","196","Woodbury IA","IA- SIOUX CITY",100896,0.988,"Woodbury","IA",4,0,102172,263271,3.91496691852954e-05,0,3.91496691852954,0
"1329","19193","278","Woodbury IA","NE- OMAHA",1276,0.012,"Woodbury","IA",4,0,102172,1302233,3.91496691852954e-05,0,3.91496691852954,0
"1330","19195","195","Worth IA","IA- MASON CITY",7598,1,"0","0",0,0,7598,132160,0,0,0,0
"1331","19197","195","Wright IA","IA- MASON CITY",8930,0.675,"Wright","IA",1,0,13229,132160,7.55915035150049e-05,0,7.55915035150049,0
"1332","19197","192","Wright IA","IA- DES MOINES",4299,0.325,"Wright","IA",1,0,13229,1091747,7.55915035150049e-05,0,7.55915035150049,0
"1333","20001","201","Allen KS","KS- WICHITA",13140,0.983,"0","0",0,0,13371,1276737,0,0,0,0
"1334","20001","267","Allen KS","MO- JOPLIN",231,0.017,"0","0",0,0,13371,375895,0,0,0,0
"1335","20003","268","Anderson KS","MO- KANSAS CITY",6400,0.79,"0","0",0,0,8102,2481936,0,0,0,0
"1336","20003","201","Anderson KS","KS- WICHITA",1702,0.21,"0","0",0,0,8102,1276737,0,0,0,0
"1337","20005","268","Atchison KS","MO- KANSAS CITY",16924,1,"Atchison","KS",1,0,16924,2481936,5.90876861262113e-05,0,5.90876861262113,0
"1338","20007","201","Barber KS","KS- WICHITA",4861,1,"0","0",0,0,4861,1276737,0,0,0,0
"1339","20009","201","Barton KS","KS- WICHITA",27674,1,"Barton","KS",2,0,27674,1276737,7.22700007227e-05,0,7.22700007227,0
"1340","20011","267","Bourbon KS","MO- JOPLIN",15173,1,"Bourbon","KS",3,0,15173,375895,0.000197719633559612,0,19.7719633559612,0
"1341","20013","268","Brown KS","MO- KANSAS CITY",2332,0.234,"0","0",0,0,9984,2481936,0,0,0,0
"1342","20013","200","Brown KS","KS- TOPEKA",7652,0.766,"0","0",0,0,9984,457565,0,0,0,0
"1343","20015","201","Butler KS","KS- WICHITA",65880,1,"Butler","KS",5,0,65880,1276737,7.58955676988464e-05,0,7.58955676988464,0
"1344","20017","200","Chase KS","KS- TOPEKA",2652,0.951,"0","0",0,0,2790,457565,0,0,0,0
"1345","20017","201","Chase KS","KS- WICHITA",138,0.049,"0","0",0,0,2790,1276737,0,0,0,0
"1346","20019","201","Chautauqua KS","KS- WICHITA",949,0.259,"Chautauqua","KS",1,0,3669,1276737,0.000272553829381303,0,27.2553829381303,0
"1347","20019","340","Chautauqua KS","OK- TULSA",2720,0.741,"Chautauqua","KS",1,0,3669,1369583,0.000272553829381303,0,27.2553829381303,0
"1348","20021","267","Cherokee KS","MO- JOPLIN",21603,1,"Cherokee","KS",3,0,21603,375895,0.000138869601444244,0,13.8869601444244,0
"1349","20023","103","Cheyenne KS","CO- DENVER",2726,1,"0","0",0,0,2726,2853117,0,0,0,0
"1350","20025","201","Clark KS","KS- WICHITA",2215,1,"0","0",0,0,2215,1276737,0,0,0,0
"1351","20027","201","Clay KS","KS- WICHITA",535,0.063,"Clay","KS",1,0,8535,1276737,0.000117164616285882,0,11.7164616285882,0
"1352","20027","200","Clay KS","KS- TOPEKA",8000,0.937,"Clay","KS",1,0,8535,457565,0.000117164616285882,0,11.7164616285882,0
"1353","20029","201","Cloud KS","KS- WICHITA",9533,1,"0","0",0,0,9533,1276737,0,0,0,0
"1354","20031","200","Coffey KS","KS- TOPEKA",8601,1,"Coffey","KS",16,0,8601,457565,0.00186024880827811,0,186.024880827811,0
"1355","20033","201","Comanche KS","KS- WICHITA",1891,1,"0","0",0,0,1891,1276737,0,0,0,0
"1356","20035","201","Cowley KS","KS- WICHITA",36311,1,"0","0",0,0,36311,1276737,0,0,0,0
"1357","20037","201","Crawford KS","KS- WICHITA",382,0.01,"Crawford","KS",5,1,39134,1276737,0.000127766136863086,2.55532273726172e-05,12.7766136863086,2.55532273726172
"1358","20037","267","Crawford KS","MO- JOPLIN",38752,0.99,"Crawford","KS",5,1,39134,375895,0.000127766136863086,2.55532273726172e-05,12.7766136863086,2.55532273726172
"1359","20039","103","Decatur KS","CO- DENVER",2867,0.968,"0","0",0,0,2961,2853117,0,0,0,0
"1360","20039","201","Decatur KS","KS- WICHITA",94,0.032,"0","0",0,0,2961,1276737,0,0,0,0
"1361","20041","200","Dickinson KS","KS- TOPEKA",12624,0.639,"0","0",0,0,19754,457565,0,0,0,0
"1362","20041","201","Dickinson KS","KS- WICHITA",7130,0.361,"0","0",0,0,19754,1276737,0,0,0,0
"1363","20043","200","Doniphan KS","KS- TOPEKA",1752,0.221,"Doniphan","KS",1,0,7945,457565,0.00012586532410321,0,12.586532410321,0
"1364","20043","268","Doniphan KS","MO- KANSAS CITY",6193,0.779,"Doniphan","KS",1,0,7945,2481936,0.00012586532410321,0,12.586532410321,0
"1365","20045","200","Douglas KS","KS- TOPEKA",5803,0.052,"Douglas","KS",30,0,110826,457565,0.000270694602349629,0,27.0694602349629,0
"1366","20045","268","Douglas KS","MO- KANSAS CITY",105023,0.948,"Douglas","KS",30,0,110826,2481936,0.000270694602349629,0,27.0694602349629,0
"1367","20047","201","Edwards KS","KS- WICHITA",3037,1,"0","0",0,0,3037,1276737,0,0,0,0
"1368","20049","201","Elk KS","KS- WICHITA",2882,1,"0","0",0,0,2882,1276737,0,0,0,0
"1369","20051","201","Ellis KS","KS- WICHITA",28452,1,"0","0",0,0,28452,1276737,0,0,0,0
"1370","20053","201","Ellsworth KS","KS- WICHITA",6497,1,"0","0",0,0,6497,1276737,0,0,0,0
"1371","20055","201","Finney KS","KS- WICHITA",36776,1,"Finney","KS",1,0,36776,1276737,2.71916467261257e-05,0,2.71916467261257,0
"1372","20057","201","Ford KS","KS- WICHITA",33848,1,"Ford","KS",1,0,33848,1276737,2.95438430631056e-05,0,2.95438430631057,0
"1373","20059","200","Franklin KS","KS- TOPEKA",2,0,"Franklin","KS",7,0,25992,457565,0.000269313634964604,0,26.9313634964604,0
"1374","20059","268","Franklin KS","MO- KANSAS CITY",25990,1,"Franklin","KS",7,0,25992,2481936,0.000269313634964604,0,26.9313634964604,0
"1375","20061","200","Geary KS","KS- TOPEKA",34362,1,"0","0",0,0,34362,457565,0,0,0,0
"1376","20063","201","Gove KS","KS- WICHITA",2695,1,"Gove","KS",1,0,2695,1276737,0.000371057513914657,0,37.1057513914657,0
"1377","20065","201","Graham KS","KS- WICHITA",2597,1,"0","0",0,0,2597,1276737,0,0,0,0
"1378","20067","201","Grant KS","KS- WICHITA",7829,1,"0","0",0,0,7829,1276737,0,0,0,0
"1379","20069","201","Gray KS","KS- WICHITA",6006,1,"0","0",0,0,6006,1276737,0,0,0,0
"1380","20071","201","Greeley KS","KS- WICHITA",1247,1,"0","0",0,0,1247,1276737,0,0,0,0
"1381","20073","200","Greenwood KS","KS- TOPEKA",1143,0.171,"0","0",0,0,6689,457565,0,0,0,0
"1382","20073","201","Greenwood KS","KS- WICHITA",5546,0.829,"0","0",0,0,6689,1276737,0,0,0,0
"1383","20075","201","Hamilton KS","KS- WICHITA",2690,1,"0","0",0,0,2690,1276737,0,0,0,0
"1384","20077","201","Harper KS","KS- WICHITA",6034,1,"0","0",0,0,6034,1276737,0,0,0,0
"1385","20079","201","Harvey KS","KS- WICHITA",34684,1,"Harvey","KS",2,0,34684,1276737,5.76634759543305e-05,0,5.76634759543305,0
"1386","20081","201","Haskell KS","KS- WICHITA",4256,1,"0","0",0,0,4256,1276737,0,0,0,0
"1387","20083","201","Hodgeman KS","KS- WICHITA",1916,1,"0","0",0,0,1916,1276737,0,0,0,0
"1388","20085","200","Jackson KS","KS- TOPEKA",13462,1,"Jackson","KS",1,0,13462,457565,7.42831674342594e-05,0,7.42831674342594,0
"1389","20087","200","Jefferson KS","KS- TOPEKA",14224,0.744,"Jefferson","KS",1,0,19126,457565,5.22848478510928e-05,0,5.22848478510928,0
"1390","20087","268","Jefferson KS","MO- KANSAS CITY",4902,0.256,"Jefferson","KS",1,0,19126,2481936,5.22848478510928e-05,0,5.22848478510928,0
"1391","20089","201","Jewell KS","KS- WICHITA",2561,0.832,"0","0",0,0,3077,1276737,0,0,0,0
"1392","20089","277","Jewell KS","NE- LINCOLN",516,0.168,"0","0",0,0,3077,580765,0,0,0,0
"1393","20091","268","Johnson KS","MO- KANSAS CITY",544179,1,"Johnson","KS",143,3,544179,2481936,0.000262781180457166,5.51289189770278e-06,26.2781180457166,0.551289189770278
"1394","20093","201","Kearny KS","KS- WICHITA",3977,1,"0","0",0,0,3977,1276737,0,0,0,0
"1395","20095","201","Kingman KS","KS- WICHITA",7858,1,"0","0",0,0,7858,1276737,0,0,0,0
"1396","20097","201","Kiowa KS","KS- WICHITA",2553,1,"0","0",0,0,2553,1276737,0,0,0,0
"1397","20099","340","Labette KS","OK- TULSA",1363,0.063,"Labette","KS",1,0,21607,1369583,4.62812977275883e-05,0,4.62812977275883,0
"1398","20099","201","Labette KS","KS- WICHITA",18650,0.863,"Labette","KS",1,0,21607,1276737,4.62812977275883e-05,0,4.62812977275883,0
"1399","20099","267","Labette KS","MO- JOPLIN",1594,0.074,"Labette","KS",1,0,21607,375895,4.62812977275883e-05,0,4.62812977275883,0
"1400","20101","201","Lane KS","KS- WICHITA",1750,1,"0","0",0,0,1750,1276737,0,0,0,0
"1401","20103","268","Leavenworth KS","MO- KANSAS CITY",76227,1,"Leavenworth","KS",25,0,76227,2481936,0.000327967780445249,0,32.7967780445249,0
"1402","20105","201","Lincoln KS","KS- WICHITA",3241,1,"0","0",0,0,3241,1276737,0,0,0,0
"1403","20107","267","Linn KS","MO- JOPLIN",5023,0.52,"Linn","KS",5,0,9656,375895,0.000517812758906379,0,51.7812758906379,0
"1404","20107","268","Linn KS","MO- KANSAS CITY",4633,0.48,"Linn","KS",5,0,9656,2481936,0.000517812758906379,0,51.7812758906379,0
"1405","20109","201","Logan KS","KS- WICHITA",2366,0.858,"0","0",0,0,2756,1276737,0,0,0,0
"1406","20109","103","Logan KS","CO- DENVER",390,0.142,"0","0",0,0,2756,2853117,0,0,0,0
"1407","20111","200","Lyon KS","KS- TOPEKA",33690,1,"Lyon","KS",12,0,33690,457565,0.000356188780053428,0,35.6188780053428,0
"1408","20113","201","McPherson KS","KS- WICHITA",29180,1,"McPherson","KS",5,0,29180,1276737,0.000171350239890336,0,17.1350239890336,0
"1409","20115","201","Marion KS","KS- WICHITA",12660,1,"0","0",0,0,12660,1276737,0,0,0,0
"1410","20117","200","Marshall KS","KS- TOPEKA",2429,0.24,"0","0",0,0,10117,457565,0,0,0,0
"1411","20117","277","Marshall KS","NE- LINCOLN",7688,0.76,"0","0",0,0,10117,580765,0,0,0,0
"1412","20119","201","Meade KS","KS- WICHITA",4575,1,"0","0",0,0,4575,1276737,0,0,0,0
"1413","20121","268","Miami KS","MO- KANSAS CITY",32787,1,"Miami","KS",1,0,32787,2481936,3.04998932503736e-05,0,3.04998932503736,0
"1414","20123","201","Mitchell KS","KS- WICHITA",6373,1,"Mitchell","KS",3,0,6373,1276737,0.000470735917150479,0,47.0735917150479,0
"1415","20125","340","Montgomery KS","OK- TULSA",18064,0.509,"Montgomery","KS",6,0,35471,1369583,0.000169152265230752,0,16.9152265230752,0
"1416","20125","201","Montgomery KS","KS- WICHITA",17407,0.491,"Montgomery","KS",6,0,35471,1276737,0.000169152265230752,0,16.9152265230752,0
"1417","20127","200","Morris KS","KS- TOPEKA",5455,0.921,"Morris","KS",2,0,5923,457565,0.000337666722944454,0,33.7666722944454,0
"1418","20127","201","Morris KS","KS- WICHITA",468,0.079,"Morris","KS",2,0,5923,1276737,0.000337666722944454,0,33.7666722944454,0
"1419","20129","383","Morton KS","TX- AMARILLO",3233,1,"0","0",0,0,3233,444214,0,0,0,0
"1420","20131","200","Nemaha KS","KS- TOPEKA",10178,1,"0","0",0,0,10178,457565,0,0,0,0
"1421","20133","201","Neosho KS","KS- WICHITA",16512,1,"Neosho","KS",1,0,16512,1276737,6.0562015503876e-05,0,6.0562015503876,0
"1422","20135","201","Ness KS","KS- WICHITA",3107,1,"0","0",0,0,3107,1276737,0,0,0,0
"1423","20137","201","Norton KS","KS- WICHITA",5669,1,"0","0",0,0,5671,1276737,0,0,0,0
"1424","20137","103","Norton KS","CO- DENVER",2,0,"0","0",0,0,5671,2853117,0,0,0,0
"1425","20139","200","Osage KS","KS- TOPEKA",16295,1,"Osage","KS",3,0,16295,457565,0.000184105553850875,0,18.4105553850875,0
"1426","20141","201","Osborne KS","KS- WICHITA",3858,1,"0","0",0,0,3858,1276737,0,0,0,0
"1427","20143","201","Ottawa KS","KS- WICHITA",6091,1,"Ottawa","KS",1,0,6091,1276737,0.00016417665407979,0,16.417665407979,0
"1428","20145","201","Pawnee KS","KS- WICHITA",6973,1,"0","0",0,0,6973,1276737,0,0,0,0
"1429","20147","201","Phillips KS","KS- WICHITA",5427,0.962,"0","0",0,0,5642,1276737,0,0,0,0
"1430","20147","277","Phillips KS","NE- LINCOLN",215,0.038,"0","0",0,0,5642,580765,0,0,0,0
"1431","20149","200","Pottawatomie KS","KS- TOPEKA",21604,1,"Pottawatomie","KS",2,0,21604,457565,9.25754489909276e-05,0,9.25754489909276,0
"1432","20151","201","Pratt KS","KS- WICHITA",9656,1,"Pratt","KS",1,0,9656,1276737,0.000103562551781276,0,10.3562551781276,0
"1433","20153","103","Rawlins KS","CO- DENVER",2519,1,"0","0",0,0,2519,2853117,0,0,0,0
"1434","20155","201","Reno KS","KS- WICHITA",64511,1,"Reno","KS",8,0,64511,1276737,0.000124009858783773,0,12.4009858783773,0
"1435","20157","201","Republic KS","KS- WICHITA",4978,1,"0","0",0,0,4980,1276737,0,0,0,0
"1436","20157","277","Republic KS","NE- LINCOLN",2,0,"0","0",0,0,4980,580765,0,0,0,0
"1437","20159","201","Rice KS","KS- WICHITA",10083,1,"0","0",0,0,10083,1276737,0,0,0,0
"1438","20161","200","Riley KS","KS- TOPEKA",71115,1,"Riley","KS",5,0,71115,457565,7.03086549954299e-05,0,7.03086549954299,0
"1439","20163","201","Rooks KS","KS- WICHITA",5181,1,"0","0",0,0,5181,1276737,0,0,0,0
"1440","20165","201","Rush KS","KS- WICHITA",3307,1,"0","0",0,0,3307,1276737,0,0,0,0
"1441","20167","201","Russell KS","KS- WICHITA",6970,1,"0","0",0,0,6970,1276737,0,0,0,0
"1442","20169","201","Saline KS","KS- WICHITA",55606,1,"Saline","KS",1,0,55606,1276737,1.79836708268892e-05,0,1.79836708268892,0
"1443","20171","201","Scott KS","KS- WICHITA",4936,1,"0","0",0,0,4936,1276737,0,0,0,0
"1444","20173","201","Sedgwick KS","KS- WICHITA",498365,1,"Sedgwick","KS",64,1,498365,1276737,0.000128419933181504,2.00656145596099e-06,12.8419933181504,0.200656145596099
"1445","20175","201","Seward KS","KS- WICHITA",22952,1,"0","0",0,0,22952,1276737,0,0,0,0
"1446","20177","200","Shawnee KS","KS- TOPEKA",177934,1,"Shawnee","KS",18,2,177934,457565,0.000101161104679263,1.12401227421403e-05,10.1161104679263,1.12401227421403
"1447","20179","103","Sheridan KS","CO- DENVER",8,0.003,"0","0",0,0,2556,2853117,0,0,0,0
"1448","20179","201","Sheridan KS","KS- WICHITA",2548,0.997,"0","0",0,0,2556,1276737,0,0,0,0
"1449","20181","103","Sherman KS","CO- DENVER",6010,1,"0","0",0,0,6010,2853117,0,0,0,0
"1450","20183","201","Smith KS","KS- WICHITA",3853,1,"0","0",0,0,3853,1276737,0,0,0,0
"1451","20185","201","Stafford KS","KS- WICHITA",4437,1,"Stafford","KS",1,0,4437,1276737,0.000225377507324769,0,22.5377507324769,0
"1452","20187","201","Stanton KS","KS- WICHITA",2235,1,"0","0",0,0,2235,1276737,0,0,0,0
"1453","20189","201","Stevens KS","KS- WICHITA",5724,1,"Stevens","KS",2,0,5724,1276737,0.000349406009783368,0,34.9406009783368,0
"1454","20191","201","Sumner KS","KS- WICHITA",24132,1,"Sumner","KS",1,0,24132,1276737,4.14387535222941e-05,0,4.14387535222941,0
"1455","20193","103","Thomas KS","CO- DENVER",7900,1,"0","0",0,0,7900,2853117,0,0,0,0
"1456","20195","201","Trego KS","KS- WICHITA",3001,1,"0","0",0,0,3001,1276737,0,0,0,0
"1457","20197","200","Wabaunsee KS","KS- TOPEKA",7053,1,"0","0",0,0,7053,457565,0,0,0,0
"1458","20199","102","Wallace KS","CO- COLORADO SPRINGS",330,0.222,"0","0",0,0,1485,829912,0,0,0,0
"1459","20199","201","Wallace KS","KS- WICHITA",1155,0.778,"0","0",0,0,1485,1276737,0,0,0,0
"1460","20201","200","Washington KS","KS- TOPEKA",1535,0.265,"0","0",0,0,5799,457565,0,0,0,0
"1461","20201","201","Washington KS","KS- WICHITA",177,0.031,"0","0",0,0,5799,1276737,0,0,0,0
"1462","20201","277","Washington KS","NE- LINCOLN",4087,0.705,"0","0",0,0,5799,580765,0,0,0,0
"1463","20203","201","Wichita KS","KS- WICHITA",2234,1,"0","0",0,0,2234,1276737,0,0,0,0
"1464","20205","201","Wilson KS","KS- WICHITA",9409,1,"0","0",0,0,9409,1276737,0,0,0,0
"1465","20207","201","Woodson KS","KS- WICHITA",3309,1,"Woodson","KS",3,0,3309,1276737,0.000906618313689937,0,90.6618313689937,0
"1466","20209","268","Wyandotte KS","MO- KANSAS CITY",157505,1,"Wyandotte","KS",93,4,157505,2481936,0.000590457445795372,2.53960191739945e-05,59.0457445795372,2.53960191739945
"1467","21001","205","Adair KY","KY- LOUISVILLE",18656,1,"0","0",0,0,18656,1761589,0,0,0,0
"1468","21003","380","Allen KY","TN- NASHVILLE",19601,0.982,"Allen","KY",1,0,19956,2782462,5.01102425335739e-05,0,5.01102425335739,0
"1469","21003","205","Allen KY","KY- LOUISVILLE",355,0.018,"Allen","KY",1,0,19956,1761589,5.01102425335739e-05,0,5.01102425335739,0
"1470","21005","204","Anderson KY","KY- LEXINGTON",21421,1,"Anderson","KY",3,1,21421,1514499,0.000140049484151067,4.66831613836889e-05,14.0049484151067,4.66831613836889
"1471","21007","208","Ballard KY","KY- PADUCAH",8249,1,"0","0",0,0,8249,370644,0,0,0,0
"1472","21009","205","Barren KY","KY- LOUISVILLE",40702,0.965,"Barren","KY",1,0,42173,1761589,2.37118535555924e-05,0,2.37118535555924,0
"1473","21009","380","Barren KY","TN- NASHVILLE",1471,0.035,"Barren","KY",1,0,42173,2782462,2.37118535555924e-05,0,2.37118535555924,0
"1474","21011","204","Bath KY","KY- LEXINGTON",11591,1,"0","0",0,0,11591,1514499,0,0,0,0
"1475","21013","377","Bell KY","TN- KNOXVILLE",28691,1,"0","0",0,0,28691,1379484,0,0,0,0
